Curralinhos,10,18,19,79,19
Curral Novo Do Piauí,7,4,12,26,20
Demerval Lobão,76,90,115,148,130
Dirceu Arcoverde,19,22,19,50,14
Dom Expedito Lopes,31,25,39,67,40
Domingos Mourão,11,9,15,40,9
Dom Inocêncio,20,39,61,79,48
Elesbão Veloso,49,36,43,101,93
Eliseu Martins,26,38,32,78,50
Esperantina,160,161,186,323,260
Fartura Do Piauí,4,7,7,48,28
Flores Do Piauí,18,14,8,45,18
Floresta Do Piauí,15,5,5,27,11
Floriano,538,619,726,966,831
Francinópolis,10,19,14,34,25
Francisco Ayres,10,15,13,55,20
Francisco Macedo,13,14,6,35,13
Francisco Santos,10,27,22,44,29
Fronteiras,46,41,62,86,58
Geminiano,17,17,18,67,23
Gilbués,50,57,67,100,90
Guadalupe,53,82,72,112,86
Guaribas,7,9,9,41,40
Hugo Napoleão,7,14,20,43,14
Ilha Grande,33,38,49,106,115
Inhuma,84,52,48,94,72
Ipiranga Do Piauí,29,35,36,68,43
Isaías Coelho,24,8,8,36,13
Itainópolis,33,39,32,83,45
Itaueira,39,46,36,91,59
Jacobina Do Piauí,17,15,22,43,22
Jaicós,51,75,65,120,115
Jardim Do Mulato,7,14,16,48,17
Jatobá Do Piauí,16,12,14,75,15
Jerumenha,19,17,18,83,25
João Costa,8,4,4,36,13
Joaquim Pires,41,48,55,79,55
Joca Marques,9,18,15,43,15
José De Freitas,203,481,386,384,770
Juazeiro Do Piauí,45,40,49,80,76
Júlio Borges,13,15,15,38,24
Jurema,6,14,9,22,16
Lagoinha Do Piauí,12,7,5,46,6
Lagoa Alegre,29,29,38,72,80
Lagoa Do Barro Do Piauí,19,21,15,44,35
Lagoa De São Francisco,16,30,13,59,40
Lagoa Do Piauí,17,28,17,60,28
Lagoa Do Sítio,7,8,5,37,10
Landri Sales,22,27,14,51,28
Luís Correia,103,120,142,251,176
Luzilândia,84,91,84,168,121
Madeiro,21,15,28,62,28
Manoel Emídio,19,28,31,66,46
Marcolândia,30,45,64,107,96
Marcos Parente,12,13,36,61,30
Massapê Do Piauí,12,3,23,32,15
Matias Olímpio,30,27,28,99,48
Miguel Alves,72,93,114,177,138
Miguel Leão,8,4,6,34,3
Milton Brandão,20,4,11,34,21
Monsenhor Gil,30,37,33,116,58
Monsenhor Hipólito,28,14,27,58,23
Monte Alegre Do Piauí,27,32,40,90,65
Morro Cabeça No Tempo,22,12,15,58,27
Morro Do Chapéu Do Piauí,10,10,8,53,21
Murici Dos Portelas,23,23,107,68,30
Nazaré Do Piauí,23,32,31,91,38
Nazária,37,44,58,135,61
Nossa Senhora De Nazaré,9,26,16,57,17
Nossa Senhora Dos Remédios,12,18,10,78,31
Novo Oriente Do Piauí,19,21,12,61,35
Novo Santo Antônio,9,13,10,35,14
Oeiras,252,259,343,391,369
Olho D'Água Do Piauí,4,13,14,36,17
Padre Marcos,16,19,31,55,24
Paes Landim,16,18,17,44,21
Pajeú Do Piauí,7,9,9,34,19
Palmeira Do Piauí,10,13,15,44,25
Palmeirais,37,52,45,99,104
Paquetá,5,11,6,29,9
Parnaguá,22,28,26,73,79
Parnaíba,1160,1250,1495,1848,1944
Passagem Franca Do Piauí,15,14,24,49,24
Patos Do Piauí,3,9,10,34,46
Pau D'Arco Do Piauí,10,9,13,63,21
Paulistana,82,100,108,209,157
Pavussu,11,15,12,41,19
Pedro Ii,198,349,200,291,296
Pedro Laurentino,7,5,11,35,16
Nova Santa Rita,5,6,10,41,24
Picos,758,791,969,981,1154
Pimenteiras,11,25,33,76,38
Pio Ix,38,98,77,94,99
Piracuruca,172,166,170,248,253
Piripiri,371,376,436,552,575
Porto,31,33,52,98,66
Porto Alegre Do Piauí,7,13,5,39,24
Prata Do Piauí,16,15,13,54,22
Queimada Nova,24,30,32,73,43
Redenção Do Gurguéia,36,26,63,73,41
Regeneração,60,78,67,151,117
Riacho Frio,15,8,5,57,19
Ribeira Do Piauí,9,7,8,42,21
Ribeiro Gonçalves,46,54,46,71,45
Rio Grande Do Piauí,23,28,15,40,38
Santa Cruz Do Piauí,37,17,23,54,31
Santa Cruz Dos Milagres,14,17,19,55,14
Santa Filomena,35,29,22,90,62
Santa Luz,23,13,18,65,50
Santana Do Piauí,17,8,11,31,12
Santa Rosa Do Piauí,26,18,27,54,44
Santo Antônio De Lisboa,17,23,19,41,13
Santo Antônio Dos Milagres,3,1,8,46,6
Santo Inácio Do Piauí,22,9,12,34,25
São Braz Do Piauí,11,12,25,42,17
São Félix Do Piauí,5,16,8,36,10
São Francisco De Assis Do Piauí,14,12,20,38,15
São Francisco Do Piauí,22,24,31,53,42
São Gonçalo Do Gurguéia,11,29,28,46,27
São Gonçalo Do Piauí,14,12,15,70,42
São João Da Canabrava,9,13,14,31,16
São João Da Fronteira,23,11,13,48,18
São João Da Serra,20,21,25,56,20
São João Da Varjota,5,13,12,34,12
São João Do Arraial,15,22,38,65,42
São João Do Piauí,127,137,178,228,252
São José Do Divino,32,41,21,66,30
São José Do Peixe,27,12,10,54,15
São José Do Piauí,20,12,22,36,29
São Julião,35,13,16,42,36
São Lourenço Do Piauí,16,14,9,36,14
São Luis Do Piauí,1,3,5,26,5
São Miguel Da Baixa Grande,8,8,14,40,18
São Miguel Do Fidalgo,6,7,9,28,6
São Miguel Do Tapuio,50,47,67,91,103
São Pedro Do Piauí,82,70,70,142,95
São Raimundo Nonato,219,253,333,366,389
Sebastião Barros,12,4,6,44,13
Sebastião Leal,13,11,28,55,27
Sigefredo Pacheco,34,34,23,74,50
Simões,25,29,87,61,66
Simplício Mendes,90,74,83,140,115
Socorro Do Piauí,13,15,16,34,16
Sussuapara,16,34,32,73,35
Tamboril Do Piauí,11,21,12,34,15
Tanque Do Piauí,10,18,19,42,18
Teresina,7430,8616,10660,12778,14947
União,171,159,184,338,341
Uruçuí,207,230,255,338,332
Valença Do Piauí,153,151,201,290,263
Várzea Branca,7,13,4,54,18
Várzea Grande,5,22,21,65,43
Vera Mendes,12,3,4,39,8
Vila Nova Do Piauí,13,13,13,43,16
Wall Ferraz,10,6,17,43,28
Abaiara,26,21,31,65,33
Acarape,62,63,72,158,234
Acaraú,233,283,344,395,449
Acopiara,233,209,200,235,249
Aiuaba,50,57,68,99,77
Alcântaras,83,71,59,90,75
Altaneira,31,15,26,58,38
Alto Santo,84,69,86,140,83
Amontada,152,148,223,330,260
Antonina Do Norte,29,29,28,81,31
Apuiarés,44,61,56,125,85
Aquiraz,551,639,766,897,947
Aracati,772,697,774,794,860
Aracoiaba,116,116,144,239,168
Ararendá,28,34,44,78,66
Araripe,62,61,95,116,90
Aratuba,31,32,51,127,67
Arneiroz,24,33,23,48,63
Assaré,118,88,94,170,120
Aurora,79,105,113,154,160
Baixio,21,30,31,57,29
Banabuiú,72,76,80,159,104
Barbalha,408,475,498,657,687
Barreira,113,147,185,280,357
Barro,61,82,88,148,105
Barroquinha,57,84,78,118,114
Baturité,258,257,292,427,323
Beberibe,298,328,381,546,475
Bela Cruz,104,169,277,323,245
Boa Viagem,182,257,312,282,290
Brejo Santo,196,219,276,314,318
Camocim,426,470,486,629,700
Campos Sales,153,153,176,213,222
Canindé,324,325,479,668,527
Capistrano,73,72,106,173,108
Caridade,76,67,71,134,75
Cariré,51,80,98,140,100
Caririaçu,64,73,88,150,120
Cariús,57,66,84,123,89
Carnaubal,96,90,100,143,109
Cascavel,499,508,570,726,780
Catarina,30,32,39,70,72
Catunda,38,32,31,78,39
Caucaia,2654,3029,3764,4590,4900
Cedro,83,95,102,174,97
Chaval,51,65,57,121,86
Choró,16,23,35,99,51
Chorozinho,107,124,129,178,151
Coreaú,96,103,100,117,99
Crateús,472,448,597,766,780
Crato,888,1122,1276,1403,1429
Croatá,53,71,84,143,105
Cruz,211,279,278,363,469
Deputado Irapuan Pinheiro,27,34,32,71,45
Ererê,24,21,24,54,33
Eusébio,875,980,1242,1383,1600
Farias Brito,52,70,55,120,96
Forquilha,129,155,136,209,204
Fortaleza,29273,34033,42175,48015,54632
Fortim,119,118,139,189,230
Frecheirinha,79,96,94,136,111
General Sampaio,36,21,31,158,110
Graça,58,82,90,101,114
Granja,153,177,165,221,236
Granjeiro,6,13,6,37,24
Groaíras,82,67,74,131,129
Guaiúba,108,116,129,257,159
Guaraciaba Do Norte,249,263,288,305,298
Guaramiranga,60,63,51,100,77
Hidrolândia,87,103,101,200,126
Horizonte,602,618,800,947,976
Ibaretama,33,42,49,107,64
Ibiapina,128,157,162,196,196
Ibicuitinga,66,58,69,118,87
Icapuí,155,161,266,253,270
Icó,209,271,300,448,393
Iguatu,776,911,1041,1162,1018
Independência,68,76,100,176,119
Ipaporanga,20,22,40,108,44
Ipaumirim,50,59,56,104,65
Ipu,220,243,257,410,356
Ipueiras,170,178,179,275,242
Iracema,59,70,111,137,104
Irauçuba,107,92,119,211,154
Itaiçaba,58,91,43,92,67
Itaitinga,491,502,645,851,895
Itapajé,244,255,341,469,421
Itapipoca,803,878,984,1091,1136
Itapiúna,65,49,70,143,83
Itarema,156,155,268,345,295
Itatira,61,62,98,167,129
Jaguaretama,102,72,81,106,102
Jaguaribara,46,61,70,103,70
Jaguaribe,197,309,302,341,318
Jaguaruana,127,165,206,263,240
Jardim,64,75,60,103,125
Jati,22,24,37,63,46
Jijoca De Jericoacoara,315,412,538,493,614
Juazeiro Do Norte,2490,2903,3448,3549,4187
Jucás,84,95,142,175,137
Lavras Da Mangabeira,65,90,88,165,122
Limoeiro Do Norte,474,504,621,708,804
Madalena,64,66,62,120,96
Maracanaú,2026,2371,2846,3563,3745
Maranguape,623,694,819,1166,989
Marco,121,127,159,240,212
Martinópole,44,37,50,128,78
Massapê,185,199,209,309,269
Mauriti,139,164,185,238,263
Meruoca,97,103,101,162,134
Milagres,96,118,128,185,124
Milhã,88,49,71,109,72
Miraíma,38,58,33,63,38
Missão Velha,84,108,126,189,156
Mombaça,133,134,172,228,201
Monsenhor Tabosa,57,71,49,116,95
Morada Nova,323,326,424,520,525
Moraújo,30,26,32,67,46
Morrinhos,115,116,129,205,161
Mucambo,79,83,78,119,83
Mulungu,71,50,39,91,80
Nova Olinda,57,72,82,109,78
Nova Russas,183,229,257,378,294
Novo Oriente,130,112,117,178,138
Ocara,132,151,172,234,170
Orós,84,75,101,132,106
Pacajus,534,578,715,905,961
Pacatuba,489,567,721,1018,1037
Pacoti,64,45,51,142,81
Pacujá,34,53,53,83,75
Palhano,60,67,52,126,63
Palmácia,28,36,48,96,49
Paracuru,249,377,360,506,480
Paraipaba,225,181,205,353,330
Parambu,112,125,148,175,158
Paramoti,49,31,56,114,58
Pedra Branca,153,136,211,257,224
Penaforte,38,40,32,71,65
Pentecoste,139,170,208,386,248
Pereiro,37,36,50,94,58
Pindoretama,188,206,189,309,233
Piquet Carneiro,45,64,67,120,71
Pires Ferreira,22,44,28,68,36
Poranga,47,41,57,94,67
Porteiras,34,39,43,94,50
Potengi,47,37,34,87,61
Potiretama,14,22,36,57,38
Quiterianópolis,69,74,80,100,60
Quixadá,583,640,711,819,800
Quixelô,36,58,75,117,58
Quixeramobim,462,493,512,659,564
Quixeré,119,139,144,174,205
Redenção,108,138,152,262,223
Reriutaba,91,105,93,148,132
Russas,468,551,602,794,941
Saboeiro,35,44,40,98,48
Salitre,41,84,47,85,55
Santana Do Acaraú,93,91,73,193,100
Santana Do Cariri,25,50,36,94,47
Santa Quitéria,204,217,230,360,307
São Benedito,284,373,375,469,453
São Gonçalo Do Amarante,389,450,462,762,788
São João Do Jaguaribe,24,18,32,52,27
São Luís Do Curu,43,43,61,151,78
Senador Pompeu,103,162,117,186,166
Senador Sá,30,42,51,80,65
Sobral,1564,1807,2170,2236,2502
Solonópole,78,96,103,168,93
Tabuleiro Do Norte,205,200,218,284,294
Tamboril,88,98,90,192,117
Tarrafas,29,29,39,80,24
Tauá,413,445,449,536,517
Tejuçuoca,39,50,70,130,108
Tianguá,623,785,874,953,987
Trairi,268,253,329,449,430
Tururu,64,64,62,146,80
Ubajara,161,178,209,300,297
Umari,19,21,18,65,35
Umirim,58,55,55,143,75
Uruburetama,85,100,117,193,158
Uruoca,43,53,42,103,93
Varjota,133,136,154,214,249
Várzea Alegre,166,212,240,276,261
Viçosa Do Ceará,193,259,312,380,288
Acari,98,77,91,170,169
Açu,375,391,493,645,678
Afonso Bezerra,55,37,43,107,71
Água Nova,6,7,18,38,11
Alexandria,54,58,59,98,103
Almino Afonso,19,11,25,49,32
Alto Do Rodrigues,81,90,140,154,127
Angicos,102,90,89,222,170
Antônio Martins,21,11,19,41,21
Apodi,179,185,286,337,267
Areia Branca,188,206,233,351,241
Arês,84,58,59,131,92
Augusto Severo,37,37,35,82,45
Baía Formosa,106,97,87,185,135
Baraúna,85,106,139,294,163
Barcelona,20,14,16,46,22
Bento Fernandes,9,23,17,77,26
Bodó,33,8,13,62,19
Bom Jesus,76,58,80,112,91
Brejinho,65,65,71,120,103
Caiçara Do Norte,32,26,39,79,37
Caiçara Do Rio Do Vento,15,20,21,62,32
Caicó,595,724,732,860,944
Campo Redondo,39,41,42,76,52
Canguaretama,231,212,266,418,255
Caraúbas,94,92,103,184,157
Carnaúba Dos Dantas,80,79,127,149,96
Carnaubais,49,35,44,109,68
Ceará-Mirim,426,488,553,733,720
Cerro Corá,74,50,74,126,127
Coronel Ezequiel,18,20,27,67,24
Coronel João Pessoa,10,6,16,39,25
Cruzeta,65,51,54,103,72
Currais Novos,431,396,416,642,617
Doutor Severiano,17,23,12,57,21
Parnamirim,2841,3292,4146,4623,5320
Encanto,10,9,15,41,22
Equador,39,34,51,78,71
Espírito Santo,33,33,35,73,87
Extremoz,595,534,748,829,911
Felipe Guerra,11,14,40,71,38
Fernando Pedroza,17,12,20,93,52
Florânia,58,82,78,107,83
Francisco Dantas,9,7,9,26,8
Frutuoso Gomes,18,17,14,25,18
Galinhos,17,42,31,72,29
Goianinha,207,212,236,311,298
Governador Dix-Sept Rosado,37,34,48,150,56
Grossos,40,66,49,178,123
Guamaré,134,117,167,243,183
Ielmo Marinho,34,34,36,127,48
Ipanguaçu,54,59,77,175,95
Ipueira,25,21,14,47,25
Itajá,47,34,71,122,46
Itaú,25,25,21,61,46
Jaçanã,38,41,46,107,53
Jandaíra,48,39,44,103,50
Janduís,30,24,21,55,26
Januário Cicco,23,29,22,89,33
Japi,22,33,12,64,18
Jardim De Angicos,7,9,10,33,8
Jardim De Piranhas,67,70,65,133,114
Jardim Do Seridó,124,107,114,137,122
João Câmara,243,237,331,394,336
João Dias,,4,3,29,9
José Da Penha,18,34,25,41,26
Jucurutu,80,87,87,172,110
Jundiá,15,14,10,37,18
Lagoa D'Anta,17,30,23,77,46
Lagoa De Pedras,21,16,20,63,27
Lagoa De Velhos,7,10,23,43,24
Lagoa Nova,99,72,133,187,150
Lagoa Salgada,52,36,58,88,80
Lajes,52,69,100,208,103
Lajes Pintadas,33,26,25,63,39
Lucrécia,20,19,18,34,20
Luís Gomes,21,27,24,75,35
Macaíba,583,581,670,903,842
Macau,306,252,305,551,393
Major Sales,13,24,15,45,16
Marcelino Vieira,43,22,32,72,61
Martins,56,50,57,90,63
Maxaranguape,61,58,80,130,79
Messias Targino,22,8,19,47,30
Montanhas,51,61,64,101,59
Monte Alegre,110,142,140,165,144
Monte Das Gameleiras,5,4,10,41,20
Mossoró,2493,2689,3407,3911,4291
Natal,10670,12422,14879,16294,18333
Nísia Floresta,167,179,261,343,332
Nova Cruz,225,252,257,321,268
Olho-D'Água Do Borges,20,16,13,43,32
Ouro Branco,23,25,26,66,53
Paraná,13,12,4,35,26
Paraú,14,16,11,51,28
Parazinho,43,31,27,77,29
Parelhas,251,246,342,302,337
Rio Do Fogo,37,63,42,119,57
Passa E Fica,64,109,71,102,101
Passagem,6,5,8,50,18
Patu,62,56,66,107,87
Santa Maria,23,25,22,100,29
Pau Dos Ferros,253,281,383,400,422
Pedra Grande,15,25,25,54,14
Pedra Preta,10,13,16,41,9
Pedro Avelino,32,45,39,115,45
Pedro Velho,58,67,58,150,92
Pendências,79,95,155,196,111
Pilões,10,6,8,32,6
Poço Branco,60,80,65,141,59
Portalegre,24,44,55,76,47
Porto Do Mangue,37,20,40,78,49
Serra Caiada,27,31,50,102,71
Pureza,22,20,36,99,40
Rafael Fernandes,31,19,28,49,49
Rafael Godeiro,16,12,9,34,13
Riacho Da Cruz,4,10,11,37,15
Riacho De Santana,6,3,15,40,14
Riachuelo,28,41,50,89,38
Rodolfo Fernandes,13,23,16,55,30
Tibau,48,54,62,140,179
Ruy Barbosa,14,9,12,59,20
Santa Cruz,271,318,375,414,359
Santana Do Matos,54,68,76,145,77
Santana Do Seridó,41,27,23,48,30
Santo Antônio,105,116,141,180,163
São Bento Do Norte,15,16,24,45,26
São Bento Do Trairí,11,11,17,49,27
São Fernando,43,25,26,51,41
São Francisco Do Oeste,20,17,21,60,43
São Gonçalo Do Amarante,868,1042,1317,1461,1759
São João Do Sabugi,39,27,53,64,56
São José De Mipibu,283,389,391,562,535
São José Do Campestre,45,76,70,64,57
São José Do Seridó,30,23,28,59,43
São Miguel,137,106,128,217,173
São Miguel Do Gostoso,123,124,186,206,195
São Paulo Do Potengi,112,124,133,204,206
São Pedro,18,23,27,74,26
São Rafael,44,37,39,73,55
São Tomé,73,58,74,130,104
São Vicente,46,33,42,90,55
Senador Elói De Souza,30,17,22,72,35
Senador Georgino Avelino,13,14,22,66,51
Serra De São Bento,28,34,30,58,54
Serra Do Mel,57,66,105,122,117
Serra Negra Do Norte,57,61,55,76,86
Serrinha,25,28,20,111,54
Serrinha Dos Pintos,20,17,23,43,30
Severiano Melo,29,29,20,48,40
Sítio Novo,29,23,13,58,28
Taboleiro Grande,3,5,11,33,18
Taipu,37,29,26,106,34
Tangará,98,76,89,186,129
Tenente Ananias,39,45,41,61,49
Tenente Laurentino Cruz,39,30,34,67,53
Tibau Do Sul,288,298,369,409,400
Timbaúba Dos Batistas,8,19,10,42,37
Touros,203,219,228,416,277
Triunfo Potiguar,14,12,20,54,20
Umarizal,46,51,49,96,81
Upanema,53,48,72,116,118
Várzea,24,24,22,67,18
Venha-Ver,12,7,4,29,25
Vera Cruz,57,57,86,128,110
Viçosa,6,6,6,27,10
Vila Flor,27,22,25,62,29
Água Branca,76,53,66,77,67
Aguiar,36,36,20,37,27
Alagoa Grande,177,161,189,322,187
Alagoa Nova,134,106,102,236,100
Alagoinha,61,83,96,119,106
Alcantil,24,42,23,65,47
Algodão De Jandaíra,18,13,20,63,29
Alhandra,168,110,170,236,199
São João Do Rio Do Peixe,57,46,54,110,96
Amparo,12,6,7,43,8
Aparecida,36,32,33,55,59
Araçagi,82,105,83,139,150
Arara,40,53,71,103,72
Araruna,76,141,114,142,133
Areia,125,179,183,296,164
Areia De Baraúnas,9,5,7,30,16
Areial,68,32,48,95,77
Aroeiras,54,38,99,161,65
Assunção,23,12,27,65,33
Baía Da Traição,41,44,34,113,53
Bananeiras,97,121,140,177,201
Baraúna,27,36,20,57,51
Barra De Santana,24,12,20,58,34
Barra De Santa Rosa,67,62,77,112,80
Barra De São Miguel,23,25,20,54,29
Bayeux,716,833,937,1316,1389
Belém,164,165,198,235,207
Belém Do Brejo Do Cruz,15,22,15,55,33
Bernardino Batista,26,5,13,45,13
Boa Ventura,24,18,18,56,35
Boa Vista,86,67,76,124,77
Bom Jesus,6,14,10,30,12
Bom Sucesso,14,12,9,28,22
Bonito De Santa Fé,27,22,29,80,41
Boqueirão,62,100,93,137,131
Igaracy,14,27,30,57,20
Borborema,32,18,22,67,24
Brejo Do Cruz,54,64,100,116,128
Brejo Dos Santos,18,18,23,65,26
Caaporã,173,125,129,236,140
Cabaceiras,40,44,53,83,72
Cabedelo,664,861,1027,1167,1393
Cachoeira Dos Índios,14,30,34,70,44
Cacimba De Areia,15,6,12,45,24
Cacimba De Dentro,70,68,71,124,66
Cacimbas,22,18,13,58,92
Caiçara,31,22,42,64,35
Cajazeiras,421,513,542,709,740
Cajazeirinhas,17,4,6,30,9
Caldas Brandão,18,40,17,77,48
Camalaú,29,22,37,61,33
Campina Grande,4851,5099,6123,7031,7799
Capim,35,29,32,119,52
Caraúbas,31,10,11,50,25
Carrapateira,13,5,4,37,16
Casserengue,15,40,17,55,30
Catingueira,13,10,13,43,29
Catolé Do Rocha,200,185,246,258,241
Caturité,27,32,33,70,25
Conceição,89,89,84,127,100
Condado,35,36,34,74,51
Conde,292,311,259,455,359
Congo,38,32,27,65,51
Coremas,118,72,57,114,144
Coxixola,15,11,10,42,13
Cruz Do Espírito Santo,54,86,80,161,105
Cubati,27,26,29,83,58
Cuité,126,120,144,223,188
Cuitegi,43,42,37,84,65
Cuité De Mamanguape,18,23,44,80,55
Curral De Cima,13,9,13,48,15
Curral Velho,8,4,10,31,15
Damião,21,20,29,64,26
Desterro,33,43,54,90,63
Vista Serrana,23,8,13,45,28
Diamante,26,18,24,55,29
Dona Inês,34,57,56,107,134
Duas Estradas,13,27,34,68,47
Emas,12,8,7,35,38
Esperança,282,343,331,431,436
Fagundes,46,28,36,86,72
Frei Martinho,21,14,25,53,62
Gado Bravo,21,8,10,85,19
Guarabira,472,671,655,778,867
Gurinhém,42,51,70,118,92
Gurjão,22,20,20,54,39
Ibiara,18,45,32,46,45
Imaculada,39,28,18,53,22
Ingá,125,124,101,190,140
Itabaiana,198,188,198,266,234
Itaporanga,190,202,182,285,227
Itapororoca,110,108,102,157,156
Itatuba,38,23,30,91,57
Jacaraú,94,83,104,156,128
Jericó,26,35,35,66,71
João Pessoa,10755,12723,15365,17442,20981
Juarez Távora,30,43,46,126,49
Juazeirinho,90,107,111,182,128
Junco Do Seridó,59,36,63,101,96
Juripiranga,63,84,92,160,108
Juru,40,46,37,82,126
Lagoa,17,15,11,38,11
Lagoa De Dentro,45,46,52,95,61
Lagoa Seca,124,118,145,236,221
Lastro,6,9,9,40,8
Livramento,12,23,17,76,39
Logradouro,15,19,24,42,25
Lucena,154,129,118,182,196
Mãe D'Água,12,7,6,40,12
Malta,37,34,27,74,46
Mamanguape,341,367,474,505,538
Manaíra,53,38,63,102,65
Marcação,20,23,18,67,44
Mari,125,112,139,246,174
Marizópolis,21,27,31,59,65
Massaranduba,71,59,68,151,101
Mataraca,42,57,71,124,60
Matinhas,11,17,11,51,24
Mato Grosso,11,7,5,42,15
Maturéia,48,34,34,54,111
Mogeiro,54,51,59,129,81
Montadas,25,18,32,65,40
Monte Horebe,12,12,6,33,30
Monteiro,237,229,209,371,347
Mulungu,27,50,37,56,48
Natuba,16,17,21,59,24
Nazarezinho,24,24,18,54,26
Nova Floresta,76,50,66,95,99
Nova Olinda,16,22,27,55,33
Nova Palmeira,27,36,26,59,55
Olho D'Água,11,10,16,45,22
Olivedos,18,15,11,54,34
Ouro Velho,12,17,13,34,32
Parari,5,1,4,27,10
Passagem,15,14,13,34,11
Patos,972,1092,1201,1494,2175
Paulista,41,41,43,78,78
Pedra Branca,10,10,13,37,18
Pedra Lavrada,28,36,29,80,69
Pedras De Fogo,158,167,196,305,231
Piancó,60,85,73,135,85
Picuí,153,161,128,226,192
Pilar,58,55,61,125,80
Pilões,29,26,48,70,34
Pilõezinhos,21,17,12,52,54
Pirpirituba,85,92,75,130,87
Pitimbu,152,84,106,170,178
Pocinhos,65,59,74,178,112
Poço Dantas,5,8,3,35,21
Poço De José De Moura,2,12,11,36,30
Pombal,197,200,232,310,310
Prata,33,27,12,66,40
Princesa Isabel,173,144,160,195,250
Puxinanã,63,46,75,144,90
Queimadas,255,316,356,535,456
Quixabá,9,4,7,34,11
Remígio,90,156,173,257,175
Pedro Régis,19,13,24,62,64
Riachão,9,9,5,33,11
Riachão Do Bacamarte,9,24,19,72,29
Riachão Do Poço,11,10,12,71,21
Riacho De Santo Antônio,5,13,17,50,15
Riacho Dos Cavalos,35,35,46,76,62
Rio Tinto,136,160,184,251,201
Salgadinho,8,7,12,31,15
Salgado De São Félix,45,41,42,73,89
Santa Cecília,34,30,31,101,50
Santa Cruz,22,16,32,46,32
Santa Helena,16,17,22,69,33
Santa Inês,6,12,9,36,17
Santa Luzia,97,122,163,195,185
Santana De Mangueira,18,11,3,35,14
Santana Dos Garrotes,21,21,36,47,29
Joca Claudino,8,6,7,43,8
Santa Rita,1184,1145,1205,1691,1848
Santa Teresinha,22,25,27,37,57
Santo André,12,10,14,51,24
São Bento,251,211,265,339,377
São Bentinho,16,15,13,35,22
São Domingos Do Cariri,24,27,24,48,19
São Domingos,10,6,2,27,4
São Francisco,8,15,13,44,33
São João Do Cariri,19,20,27,68,38
São João Do Tigre,8,3,11,35,10
São José Da Lagoa Tapada,24,19,23,45,38
São José De Caiana,20,19,15,50,30
São José De Espinharas,9,8,13,48,16
São José Dos Ramos,13,14,16,52,45
São José De Piranhas,88,88,89,161,102
São José De Princesa,2,3,8,37,10
São José Do Bonfim,7,9,22,39,19
São José Do Brejo Do Cruz,9,11,12,44,49
São José Do Sabugi,22,55,46,56,37
São José Dos Cordeiros,13,13,16,53,14
São Mamede,45,52,35,88,99
São Miguel De Taipu,23,20,12,81,38
São Sebastião De Lagoa De Roça,74,77,81,118,100
São Sebastião Do Umbuzeiro,22,15,15,38,25
Sapé,248,291,344,476,381
São Vicente do Seridó,32,35,48,101,63
Serra Branca,52,67,100,143,92
Serra Da Raiz,9,10,13,44,23
Serra Grande,5,9,5,38,20
Serra Redonda,44,26,29,69,48
Serraria,19,14,15,49,28
Sertãozinho,24,34,38,58,38
Sobrado,41,25,28,99,43
Solânea,256,243,288,359,441
Soledade,109,95,158,203,159
Sossêgo,12,14,7,43,23
Sousa,559,564,577,731,766
Sumé,141,137,120,205,170
Tacima,36,26,36,65,54
Taperoá,70,65,68,151,128
Tavares,47,56,69,88,119
Teixeira,131,95,68,171,101
Tenório,10,14,11,54,22
Triunfo,28,30,38,70,71
Uiraúna,116,133,143,133,159
Umbuzeiro,33,64,32,83,56
Várzea,19,16,11,42,17
Vieirópolis,11,16,7,32,19
Zabelê,9,7,8,47,10
Abreu E Lima,744,795,1015,1310,1236
Afogados Da Ingazeira,443,467,433,468,516
Afrânio,57,60,49,147,106
Agrestina,97,132,103,175,157
Água Preta,87,92,135,203,136
Águas Belas,108,103,118,235,197
Alagoinha,45,43,59,100,59
Aliança,176,155,172,302,201
Altinho,186,150,155,193,91
Amaraji,102,59,103,183,115
Angelim,27,33,31,73,26
Araçoiaba,82,69,116,191,135
Araripina,444,598,494,595,722
Arcoverde,614,734,865,892,931
Barra De Guabiraba,39,50,49,115,81
Barreiros,260,222,283,446,356
Belém De Maria,29,30,29,87,35
Belém do São Francisco,93,65,85,164,91
Belo Jardim,529,529,588,766,750
Betânia,47,42,44,80,39
Bezerros,337,338,504,620,606
Bodocó,110,165,125,158,176
Bom Conselho,125,153,159,245,193
Bom Jardim,99,116,124,242,165
Bonito,218,177,304,308,537
Brejão,21,28,34,64,38
Brejinho,31,26,30,67,64
Brejo Da Madre De Deus,211,270,286,384,330
Buenos Aires,27,39,31,101,39
Buíque,124,139,151,207,175
Cabo De Santo Agostinho,1384,1794,2196,2727,2801
Cabrobó,157,154,163,250,325
Cachoeirinha,76,66,52,142,84
Caetés,34,42,50,98,79
Calçado,10,15,16,44,24
Calumbi,19,20,22,45,27
Camaragibe,1417,1709,2075,2597,2742
Camocim De São Félix,77,79,82,131,103
Camutanga,31,35,36,90,63
Canhotinho,57,55,52,137,86
Capoeiras,30,32,41,127,56
Carnaíba,120,88,78,128,147
Carnaubeira Da Penha,24,27,27,84,38
Carpina,575,629,798,1038,990
Caruaru,4150,4859,5337,6017,6847
Casinhas,12,14,32,83,45
Catende,159,178,176,374,221
Cedro,36,41,43,82,73
Chã De Alegria,63,69,71,96,90
Chã Grande,94,80,118,199,163
Condado,123,147,166,237,193
Correntes,46,35,26,60,42
